,id1,id2
487,100,782
488,100,1925
489,101,632
490,102,302
491,102,352
492,102,387
493,102,924
494,103,1064
495,104,2399
496,105,723
497,106,5
498,106,6
499,106,124
500,106,163
501,106,219
502,106,246
503,106,314
504,106,333
505,106,349
506,106,351
507,106,421
508,106,442
509,106,530
510,106,543
511,106,613
512,106,688
513,106,793
514,106,885
515,106,909
516,106,912
517,106,941
518,106,948
519,106,995
520,106,1033
521,106,1220
522,106,1237
523,106,1470
524,106,1473
525,106,1577
526,106,1595
527,106,2102
528,106,2756
529,107,707
530,108,23
531,108,52
532,108,112
533,108,247
534,108,302
535,108,350
536,108,1347
537,108,2352
538,109,334
539,109,899
540,109,910
541,110,353
542,110,407
543,110,769
544,110,1043
545,110,1262
546,110,2729
547,111,295
548,112,23
549,112,108
550,112,223
551,112,287
552,112,301
553,112,423
554,112,1347
555,112,1525
556,113,146
557,113,417
558,113,828
559,114,274
560,114,291
561,114,311
562,114,552
563,114,634
564,114,2209
565,115,809
566,115,1081
567,116,1966
568,117,2013
569,117,2786
570,118,5
571,118,124
572,119,84
573,119,91
574,119,205
575,119,215
576,119,265
577,119,298
578,119,327
579,119,341
580,119,542
581,119,561
582,119,644
583,119,736
584,119,833
585,119,898
586,119,901
587,119,944
588,119,978
589,119,1143
590,119,1273
591,119,1323
592,119,1352
593,119,1597
594,119,1603
595,119,1615
596,119,1622
597,119,1632
598,119,1642
599,119,1836
600,119,1848
601,119,1972
602,119,2116
603,119,2215
604,119,2366
605,119,2382
606,119,2385
607,119,2752
608,120,2592
609,121,424
610,122,736
611,122,820
612,122,1454
613,122,1862
614,122,1891
615,122,2230
616,122,2265
617,123,332
618,124,4
619,124,5
620,124,6
621,124,74
622,124,106
623,124,118
624,124,151
625,124,163
626,124,270
627,124,324
628,124,351
629,124,406
630,124,530
631,124,688
632,124,719
633,124,793
634,124,909
635,124,937
636,124,941
637,124,1220
638,124,1237
639,124,1247
640,124,1419
641,124,1514
642,124,1565
643,124,1692
644,124,1719
645,124,2102
646,125,85
647,125,411
648,125,517
649,125,563
650,125,678
651,125,680
652,125,841
653,125,1004
654,125,1202
655,125,1208
656,125,1406
657,125,2573
658,126,127
659,126,796
660,126,1025
661,126,1157
662,126,1394
663,126,1667
664,126,1758
665,127,126
666,127,1025
667,127,1667
668,127,1758
669,128,74
670,128,171
671,128,198
672,128,447
673,128,1192
674,129,220
675,129,475
676,130,498
677,131,70
678,131,1164
679,131,1397
680,132,14
681,132,211
682,132,331
683,132,408
684,132,799
685,132,1860
686,132,1930
687,133,223
688,133,1434
689,134,52
690,135,212
691,136,196
692,136,273
693,136,2348
694,137,771
695,138,39
696,138,41
697,138,139
698,138,281
699,138,304
700,138,315
701,138,358
702,138,443
703,138,594
704,138,731
705,138,734
706,138,760
707,138,884
708,138,1034
709,138,1112
710,138,1547
711,138,1753
712,138,2093
713,138,2299
714,138,2310
715,138,2569
716,138,2735
717,138,2757
718,139,138
719,139,630
720,139,734
721,139,2052
722,140,265
723,140,284
724,140,296
725,140,561
726,140,750
727,140,800
728,140,801
729,140,841
730,140,842
731,140,938
732,140,1064
733,140,1680
734,140,1729
735,140,1854
736,140,2281
737,140,2596
738,140,2640
739,140,2739
740,141,1100
741,141,2171
742,142,2180
743,143,48
744,143,303
745,143,874
746,143,1019
747,143,1349
748,143,2031
749,144,159
750,144,181
751,144,204
752,144,264
753,144,338
754,144,1255
755,144,1488
756,145,273
757,145,351
758,145,657
759,146,113
760,147,1706
761,148,7
762,148,408
763,148,1472
764,149,311
765,149,2734
766,150,828
767,151,124
768,151,198
769,151,200
770,151,419
771,151,694
772,152,730
773,152,1490
774,152,2388
775,153,304
776,153,413
777,153,584
778,153,703
779,153,1016
780,153,1468
781,153,1469
782,153,1528
783,153,1876
784,153,2374
785,154,19
786,154,156
787,154,544
788,154,1695
789,154,2048
790,154,2249
791,154,2778
792,155,34
793,155,44
794,155,212
795,155,278
796,155,824
797,156,19
798,156,154
799,156,195
800,156,218
801,156,255
802,156,298
803,156,362
804,156,390
805,156,411
806,156,470
807,156,515
808,156,529
809,156,544
810,156,549
811,156,616
812,156,649
813,156,690
814,156,747
815,156,805
816,156,808
817,156,839
818,156,843
819,156,855
820,156,922
821,156,1364
822,156,1737
823,156,1743
824,156,2162
825,156,2181
826,156,2223
827,156,2591
828,156,2676
829,157,175
830,158,373
831,159,144
832,159,1389
833,160,336
834,160,1014
835,160,1439
836,160,2072
837,161,2501
838,162,187
839,162,243
840,162,381
841,162,1196
842,162,2349
843,162,2372
844,163,106
845,163,124
846,163,885
847,163,965
848,164,244
849,164,1784
850,164,1973
851,165,336
852,165,1014
853,165,1416
854,165,1417
855,165,1439
856,166,350
857,167,705
858,167,1702
859,168,295
860,169,736
861,170,91
862,170,759
863,170,782
864,170,1371
865,170,1578
866,170,1597
867,170,1681
868,170,1793
869,170,1936
870,170,2159
871,171,74
872,171,128
873,171,1782
874,172,424
875,172,518
876,173,1130
877,173,1708
878,173,1937
879,174,14
880,174,15
881,174,437
882,174,583
883,174,994
884,174,1410
885,174,1860
886,175,157
887,175,389
888,175,2466
889,176,453
890,176,489
891,177,574
892,178,1962
893,178,2134
894,179,1208
895,179,1425
896,179,1846
897,179,1918
898,180,505
899,180,2523
900,181,144
901,181,1488
902,181,1541
903,181,1614
904,182,271
905,182,561
906,182,634
907,182,1813
908,183,440
909,184,958
910,184,1020
911,184,1752
912,184,1910
913,184,2379
914,184,2739
915,185,280
916,186,438
917,186,696
918,186,869
919,187,162
920,187,381
921,187,579
922,187,1128
923,187,1377
924,187,1614
925,187,2458
926,187,2521
927,187,2525
928,187,2731
929,188,298
930,189,806
931,190,676
932,191,331
933,192,642
934,192,726
935,192,2501
936,193,1158
937,194,385
938,194,806
939,194,854
940,194,1106
941,194,2617
942,195,156
943,195,2018
944,196,136
945,196,208
946,196,405
947,196,439
948,196,864
949,196,1532
950,196,2338
951,197,1865
952,197,2093
953,198,128
954,198,151
955,199,215
956,199,782
957,199,833
958,199,1578
959,199,1941
960,200,151
961,201,633
962,201,1360
963,201,1543
964,201,1821
965,202,263
966,203,226
967,203,1113
968,203,2160
969,203,2673
970,204,144
971,204,243
972,204,1196
973,205,22
974,205,57
975,205,91
976,205,119
977,205,217
978,205,265
979,205,341
980,205,422
981,205,435
982,205,461
983,205,542
984,205,561
985,205,736
986,205,754
987,205,782
988,205,820
989,205,833
990,205,902
991,205,903
992,205,938
993,205,944
994,205,978
995,205,1023
996,205,1105
997,205,1203
998,205,1288
999,205,1345
1000,205,1432
1001,205,1578
1002,205,1579
1003,205,1597
1004,205,1605
1005,205,1642
1006,205,1662
1007,205,1790
1008,205,1836
1009,205,1878
1010,205,1935
1011,205,1949
1012,205,2006
1013,205,2122
1014,205,2164
1015,205,2265
1016,205,2286
1017,205,2403
1018,206,244
1019,206,841
1020,206,914
1021,206,1020
1022,206,1131
1023,206,1186
1024,206,1554
1025,206,1752
1026,206,1847
1027,206,2739
1028,207,36
1029,207,1045
1030,208,196
1031,209,3
1032,209,51
1033,209,258
1034,209,261
1035,209,462
1036,209,1742
1037,209,2139
1038,210,329
1039,210,352
1040,211,132
1041,211,238
1042,211,541
1043,211,576
1044,211,799
1045,212,34
1046,212,135
1047,212,155
1048,212,278
1049,212,279
1050,212,298
1051,212,517
1052,212,544
1053,212,2644
1054,213,1073
1055,214,7
1056,215,99
1057,215,119
1058,215,199
1059,215,226
1060,215,422
1061,215,542
1062,215,898
1063,215,1578
1064,215,1593
1065,215,1836
1066,215,1941
1067,215,2032
1068,215,2279
1069,215,2293
1070,215,2316
1071,215,2362
1072,216,234
1073,216,346
1074,216,1988
1075,216,1991
1076,217,205
1077,217,341
1078,217,422
1079,217,736
1080,217,1253
1081,217,1933
1082,218,156
1083,218,330
1084,218,521
1085,218,782
1086,218,849
1087,218,1114
1088,218,2073
1089,218,2172
1090,219,12
1091,219,106
1092,219,324
1093,219,441
1094,219,688
1095,219,953
1096,219,1390
1097,220,129
1098,220,1440
1099,221,1198
1100,222,359
1101,223,112
1102,223,133
1103,223,309
1104,223,780
1105,223,1525
1106,224,21
1107,225,2073
1108,226,203
1109,226,215
1110,226,234
1111,226,283
1112,226,394
1113,226,422
1114,226,720
1115,226,833
1116,226,849
1117,226,944
1118,226,1026
1119,226,1037
1120,226,1273
1121,226,2033
1122,226,2146
1123,226,2159
1124,226,2343
1125,226,2876
1126,227,69
1127,227,1450
1128,228,238
1129,228,2059
1130,229,1908
1131,229,2859
1132,230,248
1133,230,520
1134,230,968
1135,230,1477
1136,230,1556
1137,230,2528
1138,231,1379
1139,232,1198
1140,232,1213
1141,232,1996
1142,232,2692
1143,233,1041
1144,233,1271
1145,233,1448
1146,234,216
1147,234,226
1148,234,736
1149,234,1244
1150,235,333
1151,236,7
1152,236,645
1153,236,1883
1154,236,1948
1155,236,2155
1156,237,240
1157,237,418
1158,237,2465
1159,237,2786
1160,238,211
1161,238,228
1162,239,336
1163,239,478
1164,240,237
1165,240,317
1166,240,559
1167,240,1126
1168,241,609
1169,241,821
1170,241,918
1171,241,1184
1172,241,1443
1173,241,1460
1174,242,658
1175,243,162
1176,243,204
1177,243,931
1178,243,1196
1179,243,1299
1180,243,1904
1181,243,2346
1182,244,38
1183,244,164
1184,244,206
1185,244,527
1186,244,677
1187,244,841
1188,244,914
1189,244,925
1190,244,1020
1191,244,1910
1192,245,446
1193,245,484
1194,245,1375
1195,245,2261
1196,246,6
1197,246,106
1198,246,351
1199,246,421
1200,246,449
1201,246,948
1202,246,1073
1203,246,1220
1204,246,2102
1205,246,2666
1206,247,108
1207,247,585
1208,248,230
1209,248,319
1210,248,2200
1211,249,577
1212,250,354
1213,251,1494
1214,251,1898
1215,252,493
1216,252,2848
1217,253,490
1218,254,7
1219,254,1180
1220,255,156
1221,255,343
1222,255,416
1223,255,443
1224,255,509
1225,255,594
1226,255,709
1227,255,760
1228,255,792
1229,255,832
1230,255,1050
1231,255,1505
1232,255,2266
1233,255,2468
1234,256,257
1235,257,256
1236,257,986
1237,257,987
1238,258,209
1239,258,298
1240,258,527
1241,258,746
1242,258,841
1243,258,1084
1244,258,1186
1245,258,2227
1246,258,2739
1247,259,700
1248,259,807
1249,259,2166
1250,259,2482
1251,259,2557
1252,260,1846
1253,261,209
1254,262,291
1255,262,2052
1256,262,2087
1257,263,202
1258,263,629
1259,263,809
1260,263,1081
1261,264,144
1262,265,119
1263,265,140
1264,265,205
1265,265,340
1266,265,561
1267,265,619
1268,265,644
1269,265,723
1270,265,733
1271,265,736
1272,265,750
1273,265,788
1274,265,801
1275,265,833
1276,265,849
1277,265,944
1278,265,951
1279,265,1037
1280,265,1438
1281,265,1662
1282,265,1749
1283,265,1946
1284,265,2073
1285,265,2482
1286,265,2829
1287,266,267
1288,267,266
1289,267,359
1290,267,540
1291,267,574
1292,267,692
1293,267,1044
1294,267,1207
1295,267,2700
1296,268,47
1297,268,382
1298,269,558
1299,269,1038
1300,270,124
1301,270,688
1302,271,182
1303,272,597
1304,272,1389
1305,272,2349
1306,273,92
1307,273,136
1308,273,145
1309,273,953
1310,273,1434
1311,274,114
1312,274,634
1313,275,45
1314,275,894
1315,275,1166
1316,276,1488
1317,277,1201
1318,277,2032
1319,278,155
1320,278,212
1321,278,411
1322,278,1268
1323,278,1743
1324,279,212
1325,279,590
1326,279,1103
1327,279,1153
1328,279,1167
1329,279,1264
1330,279,2269
1331,280,185
1332,280,373
1333,280,554
1334,280,779
1335,280,868
1336,280,1161
1337,280,2319
1338,281,138
1339,281,358
1340,281,413
1341,281,574
1342,281,1321
1343,281,1648
1344,281,1686
1345,281,1743
1346,281,2489
1347,281,2550
1348,282,810
1349,282,1719
1350,282,1779
1351,283,226
1352,284,140
1353,284,469
1354,284,841
1355,284,914
1356,284,1071
1357,284,1186
1358,284,1187
1359,284,1750
1360,284,1752
1361,284,1847
1362,284,2047
1363,284,2165
1364,284,2203
1365,284,2750
1366,285,342
1367,285,606
1368,285,2233
1369,286,886
1370,286,1677
1371,287,112
1372,287,637
1373,288,298
1374,288,413
1375,288,2392
1376,289,48
1377,289,303
1378,289,569
1379,289,663
1380,290,311
1381,291,114
1382,291,262
1383,291,1868
1384,292,293
1385,293,292
1386,293,1333
1387,293,2196
1388,293,2218
1389,293,2531
1390,293,2790
1391,293,2873
1392,294,1927
1393,295,7
1394,295,111
1395,295,168
1396,295,1899
1397,295,2179
1398,295,2481
1399,296,140
1400,297,298
1401,297,389
1402,297,737
1403,297,758
1404,297,1501
1405,297,1861
1406,297,2094
1407,297,2220
1408,298,34
1409,298,47
1410,298,88
1411,298,119
1412,298,156
1413,298,188
1414,298,212
1415,298,258
1416,298,288
1417,298,297
1418,298,304
1419,298,315
1420,298,359
1421,298,389
1422,298,410
1423,298,443
1424,298,499
1425,298,513
1426,298,553
1427,298,560
1428,298,594
1429,298,604
1430,298,692
1431,298,700
1432,298,709
1433,298,737
1434,298,758
1435,298,779
1436,298,792
1437,298,815
1438,298,816
1439,298,841
1440,298,844
1441,298,847
1442,298,936
1443,298,1167
1444,298,1227
1445,298,1496
1446,298,1651
1447,298,1678
1448,298,1712
1449,298,1780
1450,298,1786
1451,298,1842
1452,298,2111
1453,298,2163
1454,298,2179
1455,298,2201
1456,298,2221
1457,298,2386
1458,298,2435
1459,298,2452
1460,298,2463
1461,298,2595
1462,298,2604
1463,298,2671
1464,298,2766
1465,298,2777
1466,298,2830
1467,298,2832
1468,298,2853
1469,298,2874
1470,298,2888
1471,299,9
1472,299,661
1473,299,731
1474,299,888
1475,299,1035
1476,299,1101
1477,299,1161
1478,299,1225
1479,299,1733
1480,299,1808
1481,299,2628
1482,300,485
1483,300,966
1484,300,983
1485,300,1188
1486,301,112
1487,301,1444
1488,302,46
1489,302,102
1490,302,108
1491,303,143
1492,303,289
1493,304,8
1494,304,11
1495,304,93
1496,304,138
1497,304,153
1498,304,298
1499,304,305
1500,304,333
1501,304,353
1502,304,359
1503,304,362
1504,304,384
1505,304,389
1506,304,407
1507,304,410
1508,304,414
1509,304,512
1510,304,519
1511,304,529
1512,304,549
1513,304,569
1514,304,585
1515,304,589
1516,304,594
1517,304,615
1518,304,642
1519,304,649
1520,304,698
1521,304,722
1522,304,723
1523,304,789
1524,304,886
1525,304,1000
1526,304,1102
1527,304,1381
1528,304,1459
1529,304,1497
1530,304,1577
1531,304,1606
1532,304,1630
1533,304,1703
1534,304,1725
1535,304,1753
1536,304,1787
1537,304,2003
1538,304,2340
1539,304,2393
1540,304,2421
1541,304,2467
1542,304,2473
1543,305,304
1544,305,359
1545,305,672
1546,305,1652
1547,305,1780
1548,306,1792
1549,307,308
1550,307,375
1551,308,307
1552,309,223
1553,310,499
1554,310,711
1555,310,2120
1556,311,114
1557,311,149
1558,311,290
1559,311,448
1560,311,704
1561,311,828
1562,311,957
1563,311,1880
1564,312,313
1565,312,936
1566,312,1657
1567,313,312
1568,313,936
1569,314,106
1570,314,333
1571,314,415
1572,315,138
1573,315,298
1574,315,389
1575,315,411
1576,315,594
1577,315,595
1578,315,680
1579,315,844
1580,315,1034
1581,315,1111
1582,315,1156
1583,315,1208
1584,315,1617
1585,315,1628
1586,315,1868
1587,315,2007
1588,315,2094
1589,315,2327
1590,316,318
1591,316,331
1592,316,408
1593,316,1666
1594,317,15
1595,317,240
1596,317,331
1597,317,559
1598,318,316
1599,318,331
1600,318,768
1601,319,248
1602,320,341
1603,321,362
1604,321,407
1605,321,991
1606,322,1472
1607,323,597
1608,323,1002
1609,324,5
1610,324,124
1611,324,219
1612,324,351
1613,324,688
1614,324,793
1615,324,909
1616,324,941
1617,325,2785
1618,326,413
1619,326,1437
1620,326,1469
1621,327,57
1622,327,119
1623,327,542
1624,327,1023
1625,327,1037
1626,327,1272
1627,327,1318
1628,327,1432
1629,327,2222
1630,327,2380
1631,328,542
1632,328,561
1633,328,1633
1634,328,1806
1635,328,2403
1636,329,210
1637,329,1653
1638,329,1857
1639,330,218
1640,330,736
1641,330,1365
1642,330,1479
1643,330,1605
1644,330,1836
1645,331,132
1646,331,191
1647,331,316
1648,331,317
1649,331,318
1650,331,383
1651,331,523
1652,331,768
1653,331,790
1654,331,955
1655,331,1293
1656,331,1957
1657,332,123
1658,332,372
1659,332,776
1660,332,1224
1661,332,1270
1662,333,106
1663,333,235
1664,333,304
1665,333,314
1666,333,543
1667,333,589
1668,333,631
1669,333,976
1670,333,2185
1671,334,109
1672,335,1257
1673,336,160
1674,336,165
1675,336,239
1676,336,981
1677,336,1439
1678,336,2206
1679,336,2685
1680,337,724
1681,338,144
1682,338,1488
1683,338,2799
1684,339,1652
1685,340,265
1686,340,343
1687,340,698
1688,340,868
1689,340,1093
1690,340,1265
1691,340,1671
1692,340,1853
1693,340,2024
1694,340,2374
1695,340,2615
1696,340,2713
1697,341,22
1698,341,58
1699,341,91
1700,341,119
1701,341,205
1702,341,217
1703,341,320
1704,341,394
1705,341,422
1706,341,736
1707,341,782
1708,341,1436
1709,341,1578
1710,341,1662
1711,341,2161
1712,341,2164
1713,341,2245
1714,341,2306
1715,342,285
1716,342,398
1717,342,2800
1718,343,93
1719,343,255
1720,343,340
1721,343,667
1722,343,671
1723,343,741
1724,343,886
1725,343,1012
1726,343,1274
1727,343,1983
1728,343,2042
1729,343,2177
1730,344,400
1731,345,536
1732,345,2491
1733,346,22
1734,346,216
1735,346,872
1736,346,1205
1737,346,2272
1738,346,2311
1739,347,1741
1740,348,543
1741,348,953
1742,348,1577
1743,349,106
1744,350,108
1745,350,166
1746,351,5
1747,351,6
1748,351,74
1749,351,106
1750,351,124
1751,351,145
1752,351,246
1753,351,324
1754,351,613
1755,351,614
1756,351,682
1757,351,688
1758,351,793
1759,351,941
1760,351,995
1761,351,1073
1762,351,1237
1763,351,1457
1764,351,1760
1765,351,1877
1766,351,2102
1767,351,2180
1768,352,102
1769,352,210
1770,353,110
1771,353,304
1772,353,362
1773,353,407
1774,353,698
1775,353,1093
1776,353,2411
1777,354,250
1778,354,357
1779,355,1089
1780,355,1112
1781,355,2864
1782,356,1089
1783,357,354
1784,357,393
1785,357,409
1786,357,607
1787,357,853
1788,357,1057
1789,357,1537
1790,357,1856
1791,357,2057
1792,357,2131
1793,357,2381
1794,357,2446
1795,357,2745
1796,357,2748
1797,357,2751
1798,358,138
1799,358,281
1800,358,359
1801,358,410
1802,358,411
1803,358,495
1804,358,544
1805,358,650
1806,358,747
1807,358,808
1808,358,841
1809,358,1267
1810,358,1536
1811,358,1711
1812,358,2794
1813,359,15
1814,359,222
1815,359,267
1816,359,298
1817,359,304
1818,359,305
1819,359,358
1820,359,389
1821,359,410
1822,359,443
1823,359,463
1824,359,808
1825,359,815
1826,359,816
1827,359,822
1828,359,973
1829,359,1111
1830,359,1236
1831,359,1423
1832,359,1425
1833,359,1426
1834,359,1501
1835,359,1504
1836,359,1617
1837,359,1626
1838,359,1630
1839,359,1777
1840,359,1833
1841,359,1872
1842,359,1918
1843,359,1975
1844,359,2023
1845,359,2153
1846,359,2220
1847,359,2474
1848,359,2536
1849,359,2562
1850,359,2828
1851,359,2854
1852,360,512
1853,360,982
1854,360,1711
1855,361,763
1856,361,1880
1857,362,8
1858,362,93
1859,362,156
1860,362,304
1861,362,321
1862,362,353
1863,362,373
1864,362,971
1865,362,1098
1866,362,1232
1867,362,1250
1868,362,1682
1869,362,2393
1870,362,2418
1871,363,674
1872,363,1468
1873,363,1638
1874,363,1828
1875,363,1980
1876,363,2785
1877,364,11
1878,364,517
1879,365,1409
1880,365,1429
1881,365,2862
1882,366,400
1883,366,626
1884,366,858
1885,366,960
1886,366,1017
1887,366,1082
1888,366,1193
1889,366,1396
1890,366,1571
1891,366,1621
1892,366,1822
1893,367,21
1894,368,99
1895,369,74
1896,370,440
1897,371,736
1898,371,833
1899,371,1878
1900,371,1933
1901,371,2265
1902,372,332
1903,372,457
1904,372,650
1905,372,839
1906,372,1114
1907,372,1446
1908,372,1550
1909,372,1774
1910,372,1799
1911,372,2195
1912,372,2246
1913,372,2290
1914,372,2399
1915,373,158
1916,373,280
1917,373,362
1918,373,475
1919,373,495
1920,373,671
1921,373,692
1922,373,706
1923,373,775
1924,373,900
1925,373,1059
1926,373,1654
1927,373,1747
1928,373,1872
1929,373,2063
1930,373,2123
1931,373,2462
1932,374,390
1933,375,307
1934,375,392
1935,376,1394
1936,377,754
1937,377,1895
1938,378,640
1939,378,906
1940,378,1630
1941,378,2553
1942,379,944
1943,379,1044
1944,379,1399
1945,380,1645
1946,381,162
1947,381,187
1948,381,1128
1949,381,1266
1950,381,1452
1951,381,2525
1952,381,2527
1953,381,2818
1954,382,268
1955,382,438
1956,382,2851
1957,383,331
1958,384,304
1959,384,389
1960,384,738
1961,384,896
1962,384,940
1963,384,2464
1964,384,2630
1965,384,2637
1966,385,22
1967,385,194
1968,385,707
1969,385,935
1970,385,1060
1971,385,1272
1972,385,1341
1973,385,2006
1974,385,2044
1975,385,2265
1976,385,2447
1977,385,2592
1978,386,493
1979,386,1636
1980,387,102
1981,388,1520
1982,389,90
1983,389,175
1984,389,297
1985,389,298
1986,389,304
1987,389,315
1988,389,359
1989,389,384
1990,389,410
1991,389,413
1992,389,414
1993,389,483
1994,389,529
1995,389,574
1996,389,594
1997,389,709
1998,389,775
1999,389,841
2000,389,844
2001,389,940
2002,389,982
2003,389,1111
2004,389,1122
2005,389,1161
2006,389,1308
2007,389,1312
2008,389,1406
2009,389,1619
2010,389,1628
2011,389,1652
2012,389,1690
2013,389,1728
2014,389,1771
2015,389,1894
